id_usuario,pagina,region,dispositivo,conversion,gasto,clics
de801cad-701d-45b2-8a4f-77b56f265987,A,Centro,Mobile,0,0,0
30741e38-8c50-4096-b94b-28c4202cf4aa,A,Norte,Mobile,1,23.33,20
e98e9792-0fb8-4f76-b29d-2c1e323cb68f,A,Norte,Desktop,0,0,0
4a46ef50-f8b9-4b2e-bf46-457db4b3688f,A,Sur,Desktop,0,0,0
c117fd33-86cd-4026-bfa5-fa3b971738ff,B,Norte,Mobile,0,0,0
d387239d-182b-4e5a-859b-1dc27e6fb0fa,B,Norte,Desktop,0,0,0
a2deea6a-297d-4dd3-9c24-fb47151f2f4a,B,Centro,Desktop,0,0,0
0b71ac18-7e3f-4cd8-af67-b6ac516836a8,A,Centro,Mobile,1,30.71,27
d7399e44-3f3c-471e-a62c-549114049e67,B,Centro,Desktop,0,0,0
35428d8d-641d-43dc-9675-21d7d60613c1,B,Sur,Desktop,0,0,0
a63c1872-639c-4b2f-aeb8-dc768fa5d6ae,A,Norte,Mobile,1,65,58
489b66f5-6cd5-4e64-9ac0-4df3102c6f1a,B,Norte,Mobile,0,0,0
ac7478e3-0cb5-4e41-ad5d-b181f3d28a03,B,Sur,Mobile,0,0,0
a2f7f3f8-6a03-4763-91d3-490384f239dd,A,Sur,Desktop,1,94.02,94
bff399ad-a347-4ffc-8a2e-8957ffb1f51e,A,Centro,Mobile,0,0,0
a8dcb23b-347d-4442-a65f-11acdbebfac7,A,Norte,Desktop,0,0,0
1c11e9f7-e943-4f43-89b9-ddc8457b1c5e,A,Norte,Mobile,0,0,0
c280179e-1fa2-465c-852f-a05d609c277c,B,Norte,Desktop,0,0,0
c3cc59a3-02b8-4dad-a3f7-50a73c226a61,B,Centro,Desktop,0,0,0
697269d8-debb-4299-a4fe-2d1116ac0a1b,B,Norte,Desktop,0,0,0
3e37937a-944e-4286-b809-a7ec6e8801c5,A,Norte,Desktop,0,0,0
62530071-6ef2-4a45-9bc1-827a78562736,A,Centro,Mobile,0,0,0
c8fce112-5463-4a2b-b086-8c697f0fe504,B,Centro,Desktop,1,41.13,41
5cc5942b-d9b7-481a-b9b0-d12c15c17f17,B,Centro,Desktop,0,0,0
146d4f1b-dd11-4d36-94b5-e39932a79921,A,Centro,Desktop,0,0,0
de01c966-2e7a-428d-ba59-2429e7322dc4,B,Centro,Desktop,0,0,0
fcb2b954-c0a9-4eeb-bbf5-fe1f791fbaad,B,Norte,Mobile,0,0,0
4cd27403-27a5-4242-9008-a991509704ec,A,Centro,Desktop,0,0,0
3c0302c1-2005-4825-9cce-34db232529d6,A,Norte,Mobile,0,0,0
97961685-f89a-4781-9066-1b813e3e79e7,B,Norte,Mobile,0,0,0
c9c1aff7-898e-462d-a202-cf035905e682,A,Centro,Mobile,0,0,0
fe84daa1-356a-4f13-ab26-45f67021a320,A,Centro,Mobile,0,0,0
6c13e6f5-2634-4d65-9cbe-939b26045826,A,Centro,Desktop,0,0,0
07f57230-a761-4f2b-9927-918d30bf3d5d,A,Centro,Desktop,0,0,0
63a667e0-d79a-46ca-9299-0243b924c1a1,B,Sur,Desktop,0,0,0
d2d9d234-25d6-48ef-9218-5836fc8b2a54,B,Centro,Desktop,0,0,0
01867ddc-f981-473a-9f0f-798c6739875f,A,Centro,Desktop,0,0,0
686ded1f-9a44-41ca-803d-d403407b92ab,B,Centro,Desktop,0,0,0
276d5ce0-78b4-4e33-a442-7dc1df1a8378,B,Norte,Desktop,1,51.01,51
fd920072-ec39-4a21-b280-57a1e306facd,B,Norte,Mobile,0,0,0
05f3d499-a005-4027-b303-68ff1c6f6b9b,A,Centro,Mobile,0,0,0
4fdc832e-5d59-4690-ac8d-9149c31da284,A,Norte,Desktop,0,0,0
4ed294ca-bee7-4084-926e-049ef208043f,B,Centro,Desktop,0,0,0
e2411d40-159a-4e7a-90d8-5f07eef913cb,B,Centro,Desktop,0,0,0
d6503a41-596f-4b6d-a94f-a59e58bbf397,A,Sur,Desktop,0,0,0
69299411-9009-4a01-87e5-71add0a1d4f8,A,Sur,Desktop,0,0,0
a1a3270d-7114-4cc6-be69-b6fdfefb3529,A,Norte,Mobile,0,0,0
8a2c66cb-7496-486f-9f03-33981002b956,B,Centro,Mobile,0,0,0
62ed2b4e-92a4-4384-8166-a0cfbf5f2269,B,Norte,Desktop,0,0,0
e96a4d63-3bca-492b-b498-64c6e2071d76,A,Norte,Mobile,0,0,0
8888c4d2-72ac-49d4-8eb4-57888c78c1a7,A,Sur,Desktop,0,0,0
17051c0c-b57b-428a-86d8-66592e7b8d5b,B,Norte,Desktop,0,0,0
9eccf484-8e8c-426f-8960-d3cec1b73c72,B,Norte,Mobile,0,0,0
67f551aa-4129-475c-ad30-7181ec36f740,A,Sur,Mobile,0,0,0
f74dfb03-dc9e-4831-b56d-a5139d4d04bd,B,Sur,Desktop,0,0,0
04c73e12-9a7c-4f52-95b7-da268584862b,B,Sur,Mobile,1,45.85,41
48f0c32f-369b-4400-bce4-015829cb7e33,A,Sur,Mobile,0,0,0
57e6ff32-30c5-47e9-89f3-70c1ab384b9b,B,Centro,Mobile,0,0,0
d5dd82b6-6364-419d-8e59-d99cc0e5447d,A,Norte,Desktop,0,0,0
c8625423-a963-4c9c-a437-44f6f7766038,B,Centro,Desktop,0,0,0
82fdef15-6805-4942-b225-c777ec819948,B,Centro,Mobile,0,0,0
71c032c4-cf24-425d-a915-91bee4f151f5,B,Norte,Desktop,1,71.79,72
85e190d8-9ebf-4de1-a6d6-3a2a5d038804,B,Sur,Desktop,0,0,0
86a913f1-3b39-4ee5-8165-3de612ecc6c0,A,Centro,Mobile,0,0,0
454141b1-bf35-481e-a0af-f411d4e22b81,B,Norte,Mobile,0,0,0
55bd4a4f-453c-4167-967a-277871ec46c6,B,Norte,Desktop,0,0,0
eca18457-6975-47d6-874f-c1ca78a8e0a1,A,Norte,Mobile,1,46.11,41
5de821f5-0ffa-4275-9605-dd0061ec8af1,B,Sur,Mobile,1,54.3,48
365d1c10-4fb3-4f17-a0b6-095956dca685,B,Centro,Mobile,0,0,0
606ae1be-87f4-4e78-8f4a-c00e78b8f04b,A,Centro,Mobile,0,0,0
9f1ac69d-2645-43a2-9d99-a6e6fd11925b,B,Centro,Mobile,0,0,0
ea22d62b-2c9f-47be-92a4-a398918b7195,B,Centro,Desktop,0,0,0
a0982c76-f291-4a94-b854-b1facac3a35f,A,Sur,Mobile,0,0,0
84db9d10-f1a9-4787-ab47-21457438e69e,B,Centro,Desktop,0,0,0
12f95c3b-3ed6-4fea-87c6-e1ee76dbaf16,A,Sur,Desktop,0,0,0
8b13f6fd-f91e-4ed1-9680-fd1d5c524fa7,A,Sur,Mobile,0,0,0
ff8155fe-3fe8-4052-9f11-8b7f13c4659b,A,Sur,Desktop,0,0,0
bcf216a9-11d5-43f6-a413-94b23870b18a,B,Centro,Mobile,1,80.32,72
a55397cc-c338-4fdc-a9df-debe57f0d630,B,Sur,Desktop,0,0,0
33f25a83-ee12-45cd-8e6d-6555f5752a9f,A,Centro,Mobile,0,0,0
113e7282-8bdf-463e-86cf-850bc2936acf,A,Sur,Mobile,0,0,0
9ef159f1-aa02-405a-a98e-3c955ec64344,B,Sur,Mobile,1,71.75,64
74a69bc6-dc5b-4b06-aefd-e61cbba3e9d2,A,Sur,Mobile,0,0,0
c3ce2d30-a1bb-488d-be1c-00189daeab1b,B,Sur,Mobile,1,49.79,45
d0be2131-656e-4f9a-b207-2116007f654b,B,Centro,Desktop,1,69.05,69
4f7eb259-e431-4a5d-91f2-59811e2a8b7e,B,Norte,Smart TV,1,150,0
45652968-c139-48eb-b92e-e99a5fd7d16d,B,Norte,Desktop,0,0,0
2cfefb8e-643e-4a00-a7ad-cb9fb8271976,A,Sur,Desktop,0,0,0
41de69f3-1931-41fb-be02-18e960b3bf1a,B,Norte,Desktop,0,0,0
6ef6f18e-cd08-49f4-ae17-da03dbbc0655,B,Centro,Mobile,0,0,0
6f093b64-6415-493b-a476-311e5a357d02,B,Centro,Mobile,0,0,0
9bd7b201-0a71-4699-9e8c-c298eaa66380,A,Centro,Desktop,0,0,0
b088ff92-49ea-43aa-8014-c10e04994fd3,B,Sur,Mobile,0,0,0
46c07149-c538-4403-9e7f-b3a9d2240935,A,Centro,Mobile,0,0,0
9b5fa96d-b393-48c9-9489-d1eac7bcd5da,A,Sur,Desktop,0,0,0
5691ea52-c260-44b2-8745-7bafe4a0a19b,A,Centro,Mobile,0,0,0
07e29f75-40ee-4a3e-a192-cdc5eb7d366a,B,Sur,Mobile,0,0,0
52c85920-bc39-4f30-b6e8-6c46edf768c8,B,Norte,Mobile,0,0,0
31ed32c0-0bd2-492a-9200-9df44d2aa3f3,B,Norte,Desktop,0,0,0
d1ecc624-2b00-427e-9f66-760b31274a4c,B,Sur,Desktop,0,0,0
2e1ee877-6aa0-41fe-b776-c7ed54308744,A,Centro,Desktop,0,0,0
389c2035-7e43-43b5-a95d-dfc5f9e16bad,B,Centro,Desktop,0,0,0
52a09640-294f-4aee-a792-9550e160cacb,A,Centro,Mobile,0,0,0
415d6813-c6ba-4f21-9247-4a16ba1a0cd3,B,Norte,Mobile,0,0,0
206a9785-501a-4916-867c-a522f9f3b9ef,B,Centro,Mobile,0,0,0
c035b75a-ae23-4d96-b9c1-25aab2ea5d59,B,Norte,Mobile,0,0,0
d9ed6ea0-0120-4b87-ada6-8b46b9559e9b,B,Centro,Mobile,0,0,0
d467e282-9835-493e-ba6e-9692f4715238,A,Centro,Mobile,0,0,0
b4effa38-7620-4c0a-80bf-59d6066a10fc,A,Centro,Mobile,0,0,0
dfc815ad-20d0-4c2f-8f41-0d2c8e507754,B,Centro,Mobile,0,0,0
9b170c77-564d-4d0c-af1d-31c1cb3d5dca,A,Sur,Mobile,0,0,0
1a0efb6f-af10-475e-9260-58353b2b6487,A,Centro,Desktop,1,63.95,64
857221b9-abb4-4426-b34a-639e437935ac,A,Sur,Mobile,0,0,0
af65e43e-03ef-4223-bbd5-778f8f6d2cf2,B,Centro,Mobile,0,0,0
45de2d6a-5ed2-4208-b205-8b398efa1eae,A,Centro,Mobile,0,0,0
586a134a-95e0-49e0-888b-2a97b8e9f582,A,Norte,Desktop,0,0,0
12147ce9-87a4-4108-a850-4aea68408aa6,B,Norte,Mobile,0,0,0
e4052ff7-bf8d-4c8e-bd87-9698c0cd9e56,B,Centro,Mobile,0,0,0
6b5e6f44-6092-47c7-ad63-89d508fc8016,A,Norte,Mobile,0,0,0
7a8d3683-036a-46e5-8741-6c3ad742ae90,A,Sur,Mobile,0,0,0
803e02f0-2ec1-49c4-9e41-9e797d33c617,A,Centro,Mobile,0,0,0
37f20519-ef71-42f8-94bf-32924289c993,A,Sur,Mobile,1,59.68,54
93a39cdd-4333-45ec-bab1-af375ef3041b,A,Sur,Mobile,0,0,0
c9f990c3-d8fa-4ceb-8f94-9e37ef6d68c2,B,Norte,Desktop,0,0,0
b4358404-856a-4599-9b46-b4292328f442,B,Norte,Mobile,0,0,0
8b8e9301-21bf-492a-9e9c-0445d3b6c06a,B,Centro,Desktop,0,0,0
82bb7a99-75dd-43ab-862f-131c97b0e13d,A,Norte,Mobile,1,26.97,24
c954958f-8f23-40c3-b8d5-d4456d40f0a6,B,Norte,Mobile,0,0,0
e9454f49-0e89-493f-8350-3f2498e6c36f,A,Sur,Mobile,0,0,0
27977227-1e61-40b5-a6cb-4c17a3ba8c78,B,Sur,Desktop,0,0,0
5c6598b1-e3b8-4c10-b4bc-7bd3ac723a8c,B,Sur,Mobile,1,56.85,51
d246d791-cd73-4f73-92d2-a06beb10c1ab,A,Centro,Mobile,0,0,0
2ae7909d-037d-4cc6-84d7-5fc983706443,B,Centro,Mobile,1,74.9,67
476c2961-b683-4190-a2a0-45cd9966c950,A,Centro,Mobile,0,0,0
110d462f-88c2-4451-a577-53ad76a89c54,B,Centro,Mobile,0,0,0
7e2b2e4d-5363-4b80-85af-8f8fafbc6763,A,Centro,Mobile,0,0,0
6078bc59-ebf1-48c1-8325-8e596d7d44cd,A,Norte,Desktop,0,0,0
65f01c4e-021d-4b34-a437-9ce1aae04fa0,B,Sur,Desktop,1,100.95,101
9a32e7bd-e550-47ea-93f5-6cb86d08116f,A,Sur,Mobile,0,0,0
d88e87ba-ec9d-4dbd-b48f-aeba178608bb,B,Centro,Desktop,0,0,0
e054069d-ad64-40e5-82e5-67f340039154,A,Sur,Mobile,0,0,0
15310aef-40ad-42f1-b984-63104b41c9b2,B,Norte,Desktop,1,71.61,72
d607ce14-b4fa-4962-80e8-f45cefb90f51,B,Norte,Desktop,0,0,0
fc830bde-c8b1-4b22-ac83-4af943a86e47,B,Sur,Mobile,0,0,0
aed8a0a8-8f6b-498f-9fcf-769cfff4d60e,A,Sur,Desktop,0,0,0
f24afa1a-9b21-4b47-95c1-b0847993d9d2,A,Centro,Mobile,0,0,0
7ee6ac02-823a-46c2-9dfd-d44646d97380,A,Norte,Mobile,1,34.07,30
deaddf28-e158-42d7-a53e-460983ef099b,A,Sur,Desktop,0,0,0
570b5f73-30ba-479b-a323-cb916904e02b,B,Norte,Mobile,0,0,0
209a212e-6156-454a-b8f3-c14b13e12191,B,Centro,Mobile,0,0,0
a489f3ca-a26a-4900-816b-c603665e4add,B,Norte,Mobile,0,0,0
90ec788b-17a4-4f7b-8401-18697a3432a3,B,Sur,Desktop,0,0,0
0522c767-227d-4db1-8307-ce8e2e2add36,B,Centro,Mobile,0,0,0
b97c8ca8-ebdc-4ccc-8299-209584af77cf,B,Sur,Mobile,0,0,0
2821032b-343a-4432-9206-b44886fcc620,A,Norte,Mobile,0,0,0
66773b68-7da0-412f-b6d5-7fe2dd01d57c,B,Norte,Mobile,0,0,0
a145d8de-bcaa-47f0-9e22-fff96548c80a,B,Sur,Desktop,1,66.2,66
218db18e-28fa-4837-ac24-8b80c0bd9624,B,Norte,Mobile,0,0,0
e2bf6a8f-545c-4b77-b5c3-e7e4b5dc10a3,A,Centro,Desktop,0,0,0
c7b8e818-0c93-4756-a745-f0b92adefa3e,A,Norte,Desktop,0,0,0
ed28a2d1-8afe-46a4-bd0a-43363623bef3,A,Sur,Mobile,0,0,0
563e1c9c-9d24-4fed-8454-ddf30d72e1ca,B,Norte,Mobile,0,0,0
7a2fa48a-51e1-41ea-a718-e0a89f32aa86,B,Centro,Desktop,0,0,0
21fa8921-0779-4f3a-af7e-87584c4e2798,A,Centro,Mobile,0,0,0
323f3b20-fef6-45cb-8f2b-f8cc03e7ad8d,B,Centro,Desktop,0,0,0
fc164b84-298e-4768-aad5-8c3632301b76,A,Norte,Desktop,0,0,0
236fb62f-95d2-40d7-a122-258e50a2cebb,A,Centro,Desktop,0,0,0
45546543-d48e-4744-9a83-9397c7f3f762,A,Centro,Desktop,1,40.61,41
9dedc96c-41f3-439e-b48f-5853d561104d,B,Norte,Mobile,0,0,0
a7bf0540-e77f-416e-be8d-f8fa86e3b213,B,Centro,Mobile,0,0,0
2083539c-3691-4d33-9543-d42630947cee,A,Sur,Mobile,0,0,0
149b8054-9fe3-4a7c-a331-9d9c8db89519,B,Norte,Mobile,0,0,0
aaa838cf-01e8-4fc9-a97b-066dcdc04b29,A,Centro,Mobile,0,0,0
495b8d8e-0abe-4390-af88-aa952f9945b1,B,Centro,Mobile,0,0,0
4c1441c7-c4cf-46f5-afd9-c15581d1fb7a,B,Norte,Mobile,0,0,0
8e84e369-2228-4f2e-8c3b-cf1f8430ae3b,B,Norte,Mobile,0,0,0
d9bb0f87-d29d-4f31-9aa9-94d742276ea5,A,Centro,Mobile,0,0,0
279fce0c-1aec-4f2b-b9c7-d81af0bc1677,B,Sur,Mobile,1,56.38,50
0f6485b4-1892-4fa7-baa4-59cf325f62e2,B,Norte,Mobile,0,0,0
e0be2d6a-2bf0-4034-acc0-dcee1b2d8aad,A,Sur,Desktop,0,0,0
e1cb70bc-d704-4340-9ae6-e5700810172c,B,Centro,Mobile,0,0,0
4bc987c4-20f5-4a07-a379-f52ccd8ea58a,A,Norte,Desktop,0,0,0
412ed9fe-f01c-41a9-b3e9-a8dce3d27a69,B,Centro,Desktop,0,0,0
4c60a9cc-f968-481f-8083-f1e096c5926e,A,Sur,Desktop,0,0,0
4df73171-8f66-4a29-abaa-e33c6f294b3c,B,Norte,Mobile,0,0,0
c2535df3-5e04-45b8-b8f9-184b03a5984a,B,Centro,Desktop,0,0,0
54720063-a086-4f18-8da8-4ad270f0d41c,A,Centro,Smart Speaker,1,20,0
6b5d61ca-28fd-415d-afd6-63c073f57641,A,Norte,Desktop,0,0,0
aef948e3-1d4b-4aca-8a24-13455df18121,A,Norte,Mobile,0,0,0
7bfe09ff-a53b-48bb-bd04-2138e3a06d7f,A,Norte,Desktop,0,0,0
47643211-6182-4819-9c4b-1b421da93a38,A,Norte,Desktop,0,0,0
d6e707dc-77b0-4284-93ab-2a43aed9d3d0,B,Norte,Mobile,0,0,0
7edc02f2-431a-41f7-a2d4-539f1118a13a,A,Sur,Desktop,0,0,0
872de9b9-55b9-4160-93eb-c5168d82fd32,A,Sur,Mobile,0,0,0
0c29ee48-c5df-42bc-a490-e62215563031,B,Norte,Mobile,0,0,0
d300cde2-eef2-4deb-ab40-b350b9baa911,A,Centro,Mobile,0,0,0
151778a7-f7bb-4f25-9e12-d71880828148,B,Norte,Mobile,0,0,0
cc231b4e-dc80-48a9-9c04-1b53075300cf,B,Norte,Mobile,0,0,0
b6101885-ac0c-4a78-8ecd-5da84b844704,B,Norte,Mobile,0,0,0
64e79c23-7e2f-4c42-9dbd-2cc111bee471,B,Norte,Mobile,0,0,0
21ed3f92-2de6-4e6b-b8f0-00a4e53be055,B,Sur,Desktop,0,0,0
a48e74d2-db90-4ee1-9be7-51a6a4802a09,A,Norte,Mobile,0,0,0
f882c568-87e3-43b1-8ed9-192a10cbc444,A,Centro,Mobile,1,69.1,62
5b9350df-704d-44f0-be5e-e5025e7d8cf4,A,Norte,Mobile,0,0,0
645508cc-f5bc-407f-b11b-1c6163e46265,B,Norte,Mobile,0,0,0
c775e36b-8b6b-4c84-ac4d-4101bb2389ee,A,Sur,Desktop,1,41.96,42
634419d4-c9f7-42dd-b6e6-68cd2e9c50aa,B,Norte,Mobile,0,0,0
38c0ed0b-40e8-4c7d-a0b9-fe7fd5e99894,B,Sur,Mobile,0,0,0
49ee4c13-23f5-49c9-b288-76c0aba236a6,B,Norte,Desktop,0,0,0
5d041e18-bfcd-4e5d-bb1e-694bcd48190a,B,Centro,Mobile,1,62.48,55
8de0e7ce-862c-435b-a26e-454377f663b6,A,Sur,Mobile,0,0,0
9b7b2aa4-2f90-49a6-82da-7eafec1ae37e,B,Norte,Desktop,0,0,0
3230c377-1239-4b97-bba2-ea95d1ba59ab,B,Centro,Mobile,0,0,0
0078124c-619b-40da-9d76-584758b8ff1e,A,Sur,Desktop,0,0,0
22233b45-c25d-425f-8bdf-ba5394fded1d,A,Norte,Mobile,0,0,0
64120f8b-8c89-489d-aa9f-fa477ed55242,B,Centro,Mobile,1,85.08,76
9218487f-d615-4ab8-a3e9-1b1ee08037fe,B,Norte,Mobile,0,0,0
c0478153-d548-4993-9fb1-2d0a1b00b093,B,Norte,Mobile,0,0,0
db58ecc4-410e-481f-a3e8-057ca056e360,B,Norte,Desktop,0,0,0
8c62cff7-52b5-42f5-a7dc-f692884adedf,B,Sur,Mobile,0,0,0
4ec050db-cf8e-47cf-84e5-7c86152318f1,B,Norte,Desktop,0,0,0
66fee3a6-e558-408a-a745-cacbbc7e1872,A,Norte,Mobile,0,0,0
dfa4a1c7-1815-431b-b5d1-18a594b0fa52,A,Centro,Mobile,0,0,0
2203b103-fae2-43a1-9a8f-90418d7cb553,A,Norte,Desktop,0,0,0
52321d51-4a02-4c72-8d62-3438aa844882,B,Centro,Mobile,0,0,0
4f28445e-b83c-4514-8714-58ff558ae68e,B,Norte,Mobile,0,0,0
3e4f1854-fb9c-42ed-89c0-dd959f7f4f42,B,Centro,Mobile,0,0,0
d3e96872-a5d2-4684-9f1a-ad38941ec674,A,Centro,Mobile,0,0,0
80bff564-2224-4bf1-b48c-b802c8498143,B,Norte,Mobile,0,0,0
f22d7a65-dee1-4b43-b49a-a0480b0dbc8a,B,Norte,Desktop,1,89.03,89
6d55afea-4c1e-48bd-adee-3d48158fb406,B,Centro,Desktop,1,94.44,94
208aecff-27a1-4f49-a995-9aa6edec6592,B,Sur,Desktop,1,78.16,78
941455c6-0825-458a-baae-91b33fb922c6,A,Norte,Desktop,0,0,0
b2562637-2fd7-4a1c-8e22-2ef6ecd2456e,B,Norte,Desktop,0,0,0
d25226a1-9f5b-4048-a8e4-c0a4abcf71f5,A,Norte,Mobile,0,0,0
0e89b3b5-c263-4add-8f06-9cca7c7633ae,A,Centro,Mobile,0,0,0
fa85eace-f5d9-4da2-879f-ff3c4bbaf966,A,Sur,Desktop,1,68.85,69
cd306df4-4647-4392-a2e5-9c78c0f8e041,B,Norte,Mobile,0,0,0
804222b0-41da-4021-9a53-598920724162,B,Norte,Mobile,0,0,0
56fa026e-19a3-4f74-b4eb-fd3f9ed201d5,B,Norte,Mobile,0,0,0
8c733056-672d-4ef0-be41-274750d89bb2,B,Norte,Desktop,0,0,0
3d522026-cb83-4c93-a595-5f4eb68aedf8,B,Centro,Desktop,0,0,0
0aafe148-622c-40bb-8c96-993243ab4c5f,B,Sur,Desktop,0,0,0
16ceef08-682f-408f-9ef2-ccb46f8a9fd9,A,Norte,Mobile,0,0,0
228399b7-faf6-451d-8312-acccaad58599,A,Sur,Mobile,0,0,0
49729144-2704-4d07-81ad-37044230c92f,A,Norte,Mobile,0,0,0
ad33fcb5-73b3-4545-9ecd-beda8312c708,A,Sur,Desktop,1,31.38,31
b47d69ce-97d0-410e-b74f-70769006c211,A,Centro,Desktop,0,0,0
152dd1b1-540d-4c39-93cb-14a6c741165e,A,Norte,Desktop,0,0,0
375719c1-603c-4df0-8688-241203118131,A,Sur,Mobile,0,0,0
f2c26975-471a-4646-8175-092969211b40,B,Norte,Mobile,0,0,0
f56db66b-41ac-4009-bd0e-cf26d6f5ac59,A,Centro,Mobile,1,76.33,68
1a1f769f-0141-4b0a-8c4b-bf766fb00a83,A,Sur,Mobile,0,0,0
37cd891f-e65b-49f9-9739-0e174a6f8e86,A,Norte,Mobile,0,0,0
087d6cbe-b000-45a5-a135-43b0e12dbed5,B,Centro,Mobile,0,0,0
8d1fefe0-b873-4b5a-ba52-f577c82827d1,A,Sur,Desktop,0,0,0
9fbd3709-399a-41d3-b97d-952a502c3ab3,A,Sur,Desktop,0,0,0
cd47ab18-7811-43e7-ac43-93c2c831e22a,B,Centro,Desktop,0,0,0
aead9f8e-14ec-46ba-8488-858cfb75f7a2,A,Norte,Mobile,0,0,0
f4fd1cd8-8f89-4c7c-983f-8920b5ab96b5,A,Centro,Mobile,0,0,0
37c06fce-8b75-4bdf-88e0-2d4426e5972d,A,Centro,Mobile,1,64.6,58
1f3d3e6f-d816-46d0-ba41-81f32caf5dc2,A,Centro,Mobile,0,0,0
e0e2a3f8-dcdf-444a-bd60-962b3210e855,A,Sur,Desktop,0,0,0
64a4e0db-71f5-4232-a741-cfca6a1ff3a6,A,Norte,Mobile,0,0,0
268de7b5-67a7-4c4f-9a3e-cdf0e2f83d91,B,Norte,Mobile,0,0,0
f338991f-bcd5-4ee0-b932-acc795caf730,B,Centro,Mobile,0,0,0
fb8e616d-b42a-45be-bf1e-d86112cafd75,B,Sur,Desktop,1,44.9,45
9ae3f5f3-27fe-4502-bcd2-56ed5392cf88,A,Centro,Desktop,0,0,0
2a654ab2-096d-400f-b20d-c752339c4767,B,Sur,Desktop,0,0,0
d996b967-dda9-48ce-8adb-9e577364e747,A,Sur,Mobile,0,0,0
252a1f90-ac22-4830-adf9-7c7d34106fbc,A,Sur,Mobile,0,0,0
7940fd09-7a6b-4f13-96b3-942eb678e810,B,Sur,Desktop,0,0,0
79854c63-2bf4-4e01-b914-df0f4898dab5,A,Sur,Mobile,1,59.15,53
3abff74f-a04d-4b32-8cbb-fea3dcb00732,A,Sur,Mobile,0,0,0
3cb2e371-da89-49f6-acb5-c487cad60432,B,Centro,Mobile,0,0,0
4f0e26ee-4996-454a-a91e-316b2411e454,B,Norte,Mobile,0,0,0
ee3b747a-76f0-4701-8f4b-82a5751b373f,A,Norte,Mobile,0,0,0
0fa2259c-96d5-40c5-9cad-81a276ca4865,B,Norte,Desktop,0,0,0
0bee4f98-a05d-44d2-b758-2c2816156816,B,Norte,Mobile,0,0,0
a58f7e81-81a8-47ab-9fe1-1912541b760a,A,Norte,Desktop,1,73.52,74
e170f15c-9838-40b5-ba3a-fe83df5d1293,A,Sur,Desktop,0,0,0
9f7ad348-c805-4ca5-bd20-a0c7eb4a70b3,A,Centro,Mobile,0,0,0
946f1760-a2f7-4745-8a92-80636b7def5f,A,Norte,Mobile,0,0,0
5a538fa7-513b-4f89-ac3b-4480bbae5bc7,A,Sur,Mobile,0,0,0
6faad869-4c00-4bb8-ad5b-8cf9d3ae5be5,B,Centro,Desktop,0,0,0
ac030d2a-6e81-45c2-8df8-27b4f99c86c7,B,Norte,Mobile,1,86.77,78
7326069d-8abe-485e-bd9d-01031207c0be,B,Sur,Desktop,1,62.75,63
a1462006-5e58-4b1d-95f3-2d25f8ab7715,A,Norte,Desktop,0,0,0
a3d02dc4-6955-4ab2-b3f7-65f4c13073aa,B,Centro,Desktop,1,54.08,54
fb2712fc-e293-4209-8d93-5e7859ae7681,B,Norte,Desktop,0,0,0
9c16202d-8330-4f83-8961-ccce342a2e56,B,Centro,Mobile,0,0,0
7d96e03a-7a6a-40fb-b8ef-c603241b374e,A,Sur,Mobile,0,0,0
62faa2ab-0b37-4880-8e5e-1f5082f05036,B,Norte,Mobile,0,0,0
7a17f71f-40f2-4ece-be16-a07ba4e3e391,A,Sur,Mobile,0,0,0
092375d6-cbe5-40e8-9522-6f04833c6424,A,Norte,Desktop,0,0,0
47730bb2-e132-43bd-80c6-0b15617c97eb,A,Centro,Desktop,1,48.56,49
ce496fdf-9b9f-4119-8e5b-7c0f1b072792,B,Sur,Desktop,1,66.76,67
c38c3d52-66f1-4d9c-9605-976a58560ce4,B,Sur,Mobile,0,0,0
6f1bf060-fe50-4554-b0e0-9e7f69a0650c,A,Norte,Mobile,0,0,0
be3b96ab-d1b4-41c4-9f60-c2d8edabb05e,A,Norte,Mobile,0,0,0
7dfe2f6d-ee25-48ff-bfcf-6ded5df56625,A,Centro,Mobile,1,78.43,70
f36f7e88-dea1-4a43-97b1-a0678fc62f84,A,Norte,Mobile,0,0,0
82cec7c1-2624-49b7-aa7c-e8a7c53af9e2,A,Centro,Desktop,1,47.34,47
01e84c65-4ffb-4569-b2cd-bb34517ac888,A,Sur,Desktop,0,0,0
b1711cbb-1677-4c4d-af5c-29a33cf1dad9,B,Centro,Desktop,1,66.93,67
9994a6ce-3bf7-4678-8410-467de3ef65bc,A,Norte,Mobile,0,0,0
9614a8b7-bbdb-4b60-9cdf-899753fba6a5,A,Centro,Mobile,0,0,0
8684374f-b552-4d06-b454-4e937ae6c481,A,Sur,Desktop,1,44.36,44
29a3b916-966e-4f3f-89a2-2ac1762c99f8,B,Centro,Mobile,0,0,0
b919cc97-9e7a-46b7-81d9-015f3b3c7c48,B,Centro,Desktop,1,80.82,81
b12f5d10-a47d-4d2b-af9b-0c94cfc150bd,B,Norte,Mobile,0,0,0
ae76eadc-496d-43bc-8fcf-1fe987185305,A,Norte,Desktop,1,52.98,53
a0d7500f-6c60-4bda-87d5-c81ed2e46cdd,B,Norte,Desktop,0,0,0
4bdd3460-9945-4967-9379-7bb68fe5dfbf,A,Centro,Mobile,0,0,0
7b8b0aaa-f75a-4285-b966-1766ebdc5609,B,Norte,Desktop,0,0,0
